Title,Authors,Date Read,Rating,Review,Format,Contributors,ISBN/UID,Read Status,Date Added,Last Date Read,Read Count
Meet Fake,Abi Sabina,2024/01/25,6,This was also kinda dumb. I kinda just want Ellie’s story. This one kinda gave codependency at the end. Why didn’t Sage trust Tristan’s word abt his parents like???? Also bro was so dramatic in the third act break up it was comical. The main characters were too good of people in like a cringey way. Like wanting to help people yes it’s good but do it in small ways that make me believe you. The proposal in the epilogue was cute. There were moments but it was mostly cringe.,digital,,,read,2024/01/26,2024/01/25,1
Meet Hate,Abi Sabina,2024/01/25,9,"What the actual fuck. I suffer through two dumb books and then you give me this piece of gold???? How dare you Abi Sabina. Holding out???? It was shorter but the enemies to lovers was beautifully played out with wit and banter and jokes and sass and just soooo good. The farm girl personality was balanced and while the kid sometimes said a few things that were too perceptive it was happy and fun there was sacrifice and growth and the slow burn. So good it was too short honestly and I’m mad that I had to wait this fucking long for it. Two fucking books to get to this magnificent, endearing story. I’m just glad I held out. I considered not reading but I knew Ellie would be the best heroine. Anyways I loved and literally read in one evening like I started not even 3 hours ago. And I took a shower in between and still finished in one night, overall loved it",digital,,,read,2024/01/26,2024/01/25,1
Snap Shot,Ruby Rana,2024/01/28,6,"100 pages too long, not enough moments, why do they like each other? Liked the beginning with the hating and tension but then fell off. Also I’m beginning to not like when one person makes all the rules like let it be a mutual decision…so dumb marriage is a social construct so obvi it means different things to different ppl but I’m def in the category that you don’t have to be married to be in a committed loving relationship like…also there was so much smut which I was expecting and wanted but also…yep those are the thoughts",digital,,B0CBTZC2LJ,read,2024/01/28,2024/01/28,1
Anatomy: A Love Story,Dana Schwartz,2024/01/29,8,AHHHHHHHHHHHHHHHHHHHHHHHHHH I HAVE NO WORDS. I’m so freaked out right now. It is NOT SPOOOKY SEASON. But damn this book was spooky. I loved it tho. I loved the slow burn romance and I can only imagine how it’s all going to turn out. SPOILER: Sir is immortal????? So much to unpack. The dissecting and gore was eugh but the heroine was so determined and caring and so cool. Then the mystery undercurrent of people’s organs being taken???? So good. I’m so on edge and kinda scared to go to bed,digital,,9781250774163,read,2024/01/15,2024/01/29,1
Strictly Not Yours,Carrie Elks,2024/02/01,8,"Yayy this one was sweet, I was a little unhappy with the third act break up but I liked the sisters defense and how they made up. It’s just the stupid lying by omission thing bothers. ITS NOT A forkING LIE. ITS DECEPTION. If someone made a case like, why didn’t you trust me with the truth, then I’ll accept it. Or why didn’t you trust me enough to be honest and not deceive me. But the beginning was good and honestly it all got resolved in the end so…gotta love a sweet rom com HEA with a little seasoning ;)",digital,,B0C624QXTD,read,2024/02/02,2024/02/01,1
Immortality,Dana Schwartz,2024/02/01,7,So creepy gives me the heebeejeebees but it felt less gruesome than the first but maybe I got used to it. I mean he slashed the body to bits and I…I’d say hardly flinch but let’s be real I definitely fully recoiled. I wasn’t really feeling the “will they won’t they” vibes with Jack and Hazel but whatever. I’m glad they got their happy ending. I’m still confused about the immortality stuff like….her head is still alive?? Does she eat?? I loved the plot twist with the princess both the being “sick” and also finding out who her true love is. I felt like there was less direction in this book than the first (mainly bc the first one was hazel wanting to be a surgeon and this one was her figuring out what she even wanted to do at this point) ehhh I tried something different and it’s not my thing,digital,,9781250861023,read,2024/02/01,2024/02/01,1
The Summer We Fell,Elizabeth O'Roark,2024/02/03,9,"Omg there was so much angst. Miss girl got manipulated by everyone except Luke. It was so complex and nuanced. The writing was very well done and the emotions were pouring over every page. I wish there wasn’t cheating, and I wish Danny had come to the realization that he was taking advantage of Juliet and diminishing her vitality but he was too much of an ego centric confused Christian boy. I’m glad Donna came to her senses tho. Also why was there no penance for the pastor that guy was a dick not only to Juliet but also his wife taking advantage of his family?? I want to criticize Juliet for letting people have power over her, but if you’re fed your entire life that you’re less than with unsafe people, then it makes sense why she would cling to something that felt stable. (Also that would be like blaming the victim so…) Anyway the moments with Juliet and Luke has so much tension and when it burst it was like an explosion in the best way. I both loved and hated the story so so much",digital,,B0BNF3ZBFV,read,2024/02/03,2024/02/03,1
Ruthless Vows,Rebecca Ross,2024/02/04,9,Lol only was five weeks but damn it it was good! I won’t lie I lose some investment near the end bc the plot wasn’t all that clear; I felt like actually killing Dacre was anti climatic and the last ditch effort to make the ending interesting with Roman being accused was also kinda dumb. But! the tension at the beginning with the letters and secrecy *chefs kiss* and when Roman and Iris see each other in person by chance and in secret…so good. Loved the little side love stories too. Tobias and Attie were too cute. I loved all the throwbacks to the first book and I was happy with the story/ending overall,digital,,9781250857460,read,2024/02/25,2024/02/04,1
The Fake Mate,Lana Ferguson,2024/02/07,10,"WAIT A FUCKING MOMENT. That was actually so good. Loved the werewolf vibes; honestly was really happy with how the third act break up went and how it was Mackenzie to scold and talk about being upset that he didn’t trust her. Truly so good there were cute moments, a bit of grumpyxsunshine, a few running jokes, fun meddling family members all in all i loved it. Plus some the lines were really good “he looked at me like I told him the sky was made of chees?”” Gold.",digital,,9780593549384,read,2024/02/07,2024/02/07,1
Bride,Ali Hazelwood,2024/02/09,9,"It was good but lowkey was halfway lucid reading most of it in the middle of the night lol. I liked the mystery and seeing this version of werewolf and vampires. It’s always a different set of rules with like similar guidelines but the minutiae is different. I liked the twists and the characters it wasn’t punch you in the gut amazing but it wasn’t bad at all. Solid read, thoroughly enjoyed. Lol a life time of Misery.",digital,,9780593550410,read,2024/02/10,2024/02/09,1
Too Much,I.A. Dice,2024/02/12,3,Ok I have some thoughts these men are kinda toxic. Like needlessly berating the woman instead of being supportive. Assuming all the fucking time—like the reason Thalia didn’t tell Theo was bc she was obvi scared of his reaction and his reaction proved her right. Also why does he get away with like leaving her alone after being vulnerable and why does she get away with murder. Idk what the hell was going on but I’m hoping the next characters are better…not holding my breath ok there were some meh moments but like..idk,digital,,B0B5NMN9XQ,read,2024/02/13,2024/02/12,1
Too Wrong,I.A. Dice,2024/02/13,3,"Alright I’m done. Somehow they got more toxic. Poor Cassidy was looking for some validation which she should look in herself, but instead trusts a jerk who repeatedly hurts her. Hmmmm what does that sound like? oh yeah a manipulative, toxic relationship. Logan is so hot and cold and unpredictable he says one thing, expects another, but then does something entirely different. He got better in the end when they established a relationship (when he actually defends her) but still he sucked most of the book and never seemed to really see her as a person and more as a dirty secret. Also the fucking assuming didn’t get any better. Logan assumed his brothers thought one thing, assumed that Cassidy wanted something, so much assuming that was wrong and hurtful. He also “picked his brothers first” when in reality he never even gave Cassidy a chance to explain herself—so much wrong with the book but the spice was angsty…but yeah overall kinda sucked. Although more direction than the first I’d say.",digital,,,read,2024/02/13,2024/02/13,1
Ten Trends to Seduce Your Best Friend,Penny Reid,2024/02/15,6,Okay that was pretty bad…but a different kind of bad where they couldn’t communicate until the last 50 pages of the book. The characters really made 180 personality switches on a whim and assumed all the time. They both have traumatic pasts that aren’t even divulged to explain why they are they way they are. Honestly the whole concept had me lost and I wasn’t all that invested in the characters or the story.,digital,,1942874847,read,2024/02/16,2024/02/15,1
Forever After All,Catharina Maura,2024/02/16,6,"Lol what just happened. It wasn’t awful but was it great? No. Alec bordered the line of being toxic but in the end I think had good intentions. Honestly things were so fast paced and yet slow at the same time. Also Elena was like it’s revenge time and *explosion* which I guess shows character development from her desperation at the beginning. I feel ehh about it. Not awful not great, slightly problematic but better than that one series I started",digital,,B08TX1H89L,read,2024/02/17,2024/02/16,1
Haunted Hearts,Ariana Cane,2024/02/17,6,Ok honestly I’m not that mad. It wasn’t the best writing and sometimes the characters were unpredictable and confusing but I think it ended up being negligible for the most part. I liked the times where there was communication and while it was a lot of trauma I felt like there were some real genuine moments. Okay I’m not mad and it could’ve been a lot worse,digital,,B09KXCCCHR,read,2024/02/18,2024/02/17,1
Guilty Minds,Ariana Cane,2024/02/18,2,"I was not expecting a full on bully romance. I’m so fucking mad now. They literally excuse everything. Her friends and family fucking encourage Kayla to give Justin, her forking bully (which if they truly cared why not see that he bullies her and fucking address it? why force her to spend time with him?) who has basically emotionally abused her, manipulated her, stalked her as young as nineteen and now he gets to have her?? I refuse to believe he even sees her as a person. No. This is not okay. I have no words to describe how fucked up this book is",digital,,B0B5HBGDQL,read,2024/02/18,2024/02/18,1
Twice in a Blue Moon,Christina Lauren,2024/02/19,9,"That was so good!! How dare they cut it off. How dare they?!? I was enraptured and captivated by this story. I loved the nuance and angst from the past. I was shocked at how Sam sold Tate out but I liked how it all played out and I felt like I could still root for him. The “I hate that I want him,” the supportive bff, the supportive co star and director, honestly I’m here for all of it. I loved this book and it was simply cruel to end it where they did but I like being able to imagine that they wrote a new movie about their love story and that the book in it of itself is that…so meta.",digital,,9781501197437,read,2024/02/19,2024/02/19,1
The Seven Year Slip,Ashley Poston,2024/02/21,9,"What the heck that was so good. Okay but the timeline thing was confusing but also like WHY WAS IT SO GOOD. I loved that there were moments of Clementine and Iwan intertwined at different times in their lives and that it was a story about finding yourself beyond what others think and reconciling the person you were and are. I loved that they helped remind each other of themselves and it was honestly just so good. Characters check, well written, interesting plot, overall it was such a fun and interesting read",digital,,9780593336526,read,2023/07/10,2024/02/21,1
Lightlark,Alex Aster,2024/02/29,6,"God this book took forever. Okay let’s start off with the positives bc there’s only a few. I’ll give the author the good plot twist/kinda climax I liked that Celeste turned on Isla and that we find out the true nature bc honestly I was confused the whole time abt what the hell was happening. I also gotta give credit for the world building and creativity. But now, WHAT THE fork WAS THAT. you’re telling me she had powers this entire time???? Why the fork were we hearing her sulk about being powerless and feeling sorry for herself when she also literally have two power rulers curled around her finger and could’ve used THEIR power. She WAS selfish even tho the person she should’ve been caring towards ended up being the villain but whatever. The fucking love triangle grates my nerves what the hell is going on there???? She had a whole fucking relationship with Grim??? And he took her memories why??? And he didn’t tell her she had powers why??? And he was in love with her too??? And then we have Oro who where did he come from?? And wasn’t he old?? Like he was dying so in my mind he’s fucking old bc I guess Isla and Oro love each other so they can use each other’s powers???? I feel like they deserve each other tho because they’re both kinda lame and they did spend actual time together but then I also think that maybe Oro deserves better??? I’m not sure. I think Grim deserves somewhat better tho. Yes the memory removal and yes not telling powers doesn’t make fucking sense but the other stuff was out of trying to protect her, was it misguided yes, did she really need to go love another man for it?? Was her love for Oro just payback for Grim’s betrayal???? Honestly I just don’t care enough to read the next one. It’s going to be a bad love triangle and honestly I just wanted a slow burn romance with a morally gray guy but no she goes for the powerful sun king. SHE HAS FUCKING HISTORY WITH GRIM. And there’s still unresolved conflict between realms which just confuses me. No way I’m slumming through the next book I plan on watching a YouTube video.",digital,,9781647006310,read,2024/03/01,2024/02/29,1
Pretty Rings and Broken Things,Kat Singleton,2024/03/04,8,"This was fun! I was only kinda annoyed with Winnie and Archer some of the time for not just communicating but I liked how things played out. Also the Winnie being a designer felt like it should’ve been hit on a little earlier on or a bit more clearly. I liked the spice, I like the tension and build up. Overall it was what I was expecting a little mushy at times but overall not bad.",digital,,1958292125,read,2024/03/05,2024/03/04,1
The Dead Romantics,Ashley Poston,2024/03/04,8,"I fucking knew he was alive. Poston was too adamant in her writing that she gave it away plus the clues and the fact that he was the love interest. Anyways it was good…there were a lot of somewhat boring/slow moments but I feel like that was the vibe of the book. I liked the premise of the story. I liked the FMC, Florence, when she wasn’t avoiding her problems and sulking and I wish there was more of Benji. But overall I enjoyed, and I like how they find each other and match each other like puzzle pieces. I also think there’s an overall message about grief and change that’s sweet but a little mushy so I didn’t read into it too much (lol)",digital,,9780008566579,read,2024/03/04,2024/03/04,1
Rock And A Hard Place,Juliana Smith,2024/03/06,7,"This was dumb. The reason they broke up was dumb, the fact they were apart for seven years was dumb, the reason why they were forced together again (a fucking carnival??) dumb. I think my rants to Rachel summarize my thoughts: NOT THE FUCKING MISCOMMUNICATION TROPE FOR A MARRIAGE AND THEM TO GET BACK TOGETHER SEVEN YEARS LATER. ALL SHE HAD TO DO WAS EXPRESS HER CONCERNS AND HAVE A DAM CONVERSATION WITH HIM JEEEESSUS. AND ITS NOT FAIR TO PUT THE BLAME ON ONE PERSON KIEK THEY BOTH DUCKED UP AND WHY IS IT THE MOM SHOWING HIM THE LIGHT THE STORY WOULD HAVE SO MUCH MORE IMPACT IF THEY TALKED THROUGH IT AND SHOWED CHARACTER DEVELOPMENT. I thought it was kinda cute but overall dumb and would’ve been more impactful if we had seen them struggling and almost falling out of love and only to stay in love before they even got a divorce bc it was hard to read while knowing there was a divorce but not knowing why",digital,,B0CPW1KYVV,read,2024/03/08,2024/03/06,1
Whisky Business,Elliot Fletcher,2024/03/10,8,"I liked this one but it fell off at the end. It was a decent read I liked the characters and the banter and the supportive siblings and spice; they really needed to communicate a little more. I liked when they had the moment of realization when they needed to give each other the benefit of the doubt, but then they also kept assuming what the other person would do and it was just silly. Overall, not bad",digital,,B0BYHBDT8Q,read,2024/03/11,2024/03/10,1
Josh and Hazel's Guide to Not Dating,Christina Lauren,2024/03/13,8,"Okay overall, I liked this book. I’m usually not a huge fan of the overly quirky characters, but I didn’t mind Hazel and I liked that Josh accepted her. The accidental pregnancy…yeah, but the slow burn and the friends to lovers were good (although they always gave more than friends vibes) like I said overall not bad.",digital,,9781501165863,read,2024/03/14,2024/03/13,1
Of Stormlarks and Silence,Constance Lopez,2024/03/16,9,Wait why was this book actually so good. I loved the mystery and the unraveling or history. The “enemies” to lovers the betrayals oh my gosh I really enjoyed overall. I likes the magic and the royalty and the like I shouldn’t like this person but I do. All the vibes were really hitting. Again I had so much fun with this book,digital,,,read,2024/03/16,2024/03/16,1
Of Chaos and Cadence,Constance Lopez,2024/03/19,8,Ehhh this was alright I guess. The previous one was just so enrapturing and this one fell kinda flat in comparison. I didn’t feel like there were a lot of moments between just Liam and Isa and like I wasn’t invested in the story overall….there wasn’t anything that stood out as bad but nothing that really stood out as good/great either,digital,,B0B7CMCBWY,read,2024/03/19,2024/03/19,1
Butcher & Blackbird,Brynne Weaver,2024/03/20,9,"That was really messed up but I loved it. Apart from the scenes, with the ice cream and cannibalism this was really manageable. Sloane and Rowan were so wonderful to read about and I really rooted for them. I loved the moments they shared and how they matched each other’s energy and I liked the message of finding someone who accepts and loves you for you. Overall I’m very pleased with this read but don’t think I could stomach ice cream in a while.",paperback,,9781638931737,read,2024/03/20,2024/03/20,1
Running into You,K.M. Gillis,2024/03/21,7,"I feel meh about this one. I wasn’t really invested in Betty and Josh but I didn’t mind it overall. I just felt lukewarm about all of it. I liked the side characters and I’m excited for the next book. (Spice was good) But again, not bad, not great",digital,,B0C3Z1R54L,read,2024/03/21,2024/03/21,1
Until You,Catharina Maura,2024/03/22,7,This wasn’t bad. I kinda was upset at the whole self fulfilling prophecy stuff. Grayson was all like “Aria is going to leave me bc I’m a monster” which causes him to draw away and sulk which causes her to draw away fulfilling what he said would happen. Also idk how I felt about her projecting her insecurities onto him at the end there like they both need therapy not just him let’s take a moment to acknowledge both characters’ humanity. Anyways it was a fine read either way,digital,,B0934BZHW1,read,2024/03/23,2024/03/22,1
Raise the Bar,K.M. Gillis,2024/03/22,7,"I think I liked this better than the first one, but it was still overall meh. I liked that there was more tension, but also learning of communication. I always have mixed feelings about characters who hold the world on their shoulders. Part of me feels like “be fucking humble and ask for help” and part of me feels bad for them, but it depends on how they’re written. There were some nice moments and they learned from one another but overall it was not bad, not great",digital,,9781738946921,read,2024/03/22,2024/03/22,1
Professor Astor,Catharina Maura,2024/03/23,7,Ok I have a bone to pick. I get traditionalism but also like why did Leia’s parents have to disapprove so thoroughly like I just couldn’t put myself in their shoes. ALSO the real bone to pick is that you can have children that aren’t biological but that doesn’t make them “not your children.” i think that one particularly pissed me off bc there are plenty of ways to become a parent and not all of them have to be natural. Honestly this book was so good with the children and nuance with the exception of those to points but the biological parent and the not giving the blessing thing really pisses me off so I’m docking a point from the rating,digital,,B09BNCZGS4,read,2024/03/24,2024/03/23,1
Bittersweet Memories,Catharina Maura,2024/03/23,8,"This fucking book. Beginning: invested. Middle: enraged. End: invested. Dude the roller coaster ride that was this book. Ok ok so basically everyone in the middle sucked. I can’t victim blame bc it’s not Alanna’s fault for losing her memory and people feeding lies, but everyone else kinda sucked and it was hard to read when it felt like they were taking advantage in an icky way. I liked seeing Silas and Alanna’s relationship when they were both conscious of everything including the past. The beginning and end were gold. But the middle was fucking agony. HOWEVER the book ends are what I’m left remembering and I really liked how it ended so",digital,,B09PSMSYJY,read,2024/03/24,2024/03/23,1
Dr. Grant,Catharina Maura,2024/03/23,7,I wasn’t ready for the plot twist but I did guess it before it was really revealed. Honestly I feel conflicted. I liked it but also there were things that were like ehhhh idk about that mainly that their families didn’t tell Noah and Amara the truth at the beginning like cmon. It was SPICY which is great. I just feel conflicted about the tension it was good but it was also dumb at times and the random assumptions that would last like ten pages lol anyways not bad overall,digital,,B094FRDW96,read,2024/03/23,2024/03/23,1
I Hope This Doesn't Find You,Ann Liang,2024/03/24,9,Awwww wait I really liked this one. The tension and the stolen glances. The rivalry to lovers so good. Obviously they’re in school so I don’t think there should be declarations of love or whatever but that’s YA for ya. Honestly I wished there was a little more conclusion. I felt like we got Sadie’s character growth but not so much of Julius. Still I enjoyed overall,digital,,9781338827163,read,2024/03/24,2024/03/24,1
Of Vines and Rivals,Marianne A. Scott,2024/03/31,8,"Okay I liked this book. It was a pretty quick read for me. I think I might have been able to enjoy it more had I read it with the other books. I think because I was away from this realm the impact of it was lessened. I liked the story I liked the ending and the characters and side characters. I don’t think I was as invested in Puck and Lysandra as I was with Edina/Eldoris or Katie/Lowell, but it was still a fun story.",digital,,B0CH5KJGFP,read,2024/03/31,2024/03/31,1
Not My Romeo,Ilsa Madden-Mills,2024/04/03,6,"Ok I hate to say this but oh my god Elena was so annoying. I don’t think there was enough recognition of the trauma that Jack went through that lead to his mistrust of people. Like it was so annoying that she thought she should just “be the one” and bc of that he should trust her like no he’s is completely justified in not trusting relationships—it killed his mom, and almost ruined his career and then rather than being understanding Elena’s all “me me me” I really hated all the side characters specifically Elena’s family bc it’s clear she doesn’t trust them and that was also hypocritical. She wouldn’t even tell them the truth about how her sister and ex cheated on her to “protect” their family when in reality she just didn’t trust their reaction. Honestly this was dumb and it only went downhill.",digital,,B0834TWTHX,read,2024/04/04,2024/04/03,1
To Con a Gentleman,Sarah Adams,2024/04/05,9,"Wait stop. That was so good. I loved that so much. I wish we had been able to see the fruit of Rose and Carver’s relationship change, but the story was so good. I really vibed with the regency era and there were so many cute/funny moments. Plus the con woman x noble man was actually such a good trope. I really enjoyed that Rose was such a strong protagonist. I liked seeing them learn to trust each other and become more vulnerable and also help each other mend old wounds. Honestly this was such a fun book!",digital,,B07YKC13TT,read,2024/04/07,2024/04/05,1
To Catch A Suitor,Sarah Adams,2024/04/07,8,That was like so slow burn. But gahhhh I’m so upset. Why do authors think it’s cute that the wrong couple gets to the fucking wedding? It’s not. If the real couple were supposed to be together they would have already known wayyy beforehand and should’ve gotten their shirt together wayy beforehand. I’m actually so upset because this book was so good and filled with MOMENTS that were perfect and you could see the relationship and how they knew each other and it was beautiful but then the ending had to fucking ruin it. Like I’m good with calling off an engagement but a whole fucking wedding is leading someone on to a different level and imo not cool. Anyways it was good but I’m mad at the last chapter or two.,digital,,B083Y4PS76,read,2024/04/07,2024/04/07,1
The Nanny,Lana Ferguson,2024/04/10,9,"I really enjoyed this one lol. I was worried the OnlyFans part would be weird but it was kept to a minimum and while I can’t say it makes sense, it made some sense. I didn’t mind the third act break up and I really liked seeing the whole family grow together. I enjoyed the spice and honestly the whole read was pretty fun!",digital,,9780593549360,read,2024/04/10,2024/04/10,1
Off the Grid,K. Bromberg,2024/04/15,9,Wait that was actually so fun. I loved Camilla and Riggs and I liked that Camilla was strong in her own way and learned to be vulnerable and let others strengthen her. I liked the way that Riggs created a safe space for her to let her become more secure that didn’t feel like words on paper. I liked the little enemies to lovers and the spice and NO THIRD ACT BREAK UP all around I had good vibes for this book!,digital,,B0CFZRKNFF,read,2024/04/16,2024/04/15,1
The Roommate Situation,Katie Bailey,2024/04/15,5,"I can’t describe how awful this was to read. Jess is so so whiny and insecure and Conor just LOVES her which is fine, but he can’t just validate everything; she needs to find the confidence herself. I want a strong FMC not one who’s so insecure and projects her fears without apologizing. And also she’s supposed to be quirky and artsy which in this was just annoying. This book also was trying soooo hard to be good and it was so far off the mark for me.",digital,,B09233Z1QS,read,2024/04/15,2024/04/15,1
On The Edge,K. Bromberg,2024/04/17,7,Bro why tho. Cruz and Maddix were so….mixed messages like I think the author was going for complex characters but I was just confused. Also the third act breakup pitiful pathetic like girl don’t beg for a guy to choose you. And then to have him figure it out in five seconds several weeks later….and then she was happy to have him back like that *snap* idk it was bad but it wasn’t great. I think the pressures they characters got added something interesting but overall…ehh,digital,,9781942832751,read,2024/04/18,2024/04/17,1
Managed,Kristen Callihan,2024/04/20,9,"Aww I liked that one better. Gabriel and Sophie were cute and loved their meet cute. The little third act shirt show was a tad annoying bc she just made an assumption instead of talking with him, but ig it makes sense why should she trust him if he doesn’t trust her. Anyway the slow burn was good and I liked that they learned to be a bit more vulnerable with one another and Gabriel to be more vulnerable with the group.",digital,,9780990715733,read,2024/04/20,2024/04/20,1
Idol,Kristen Callihan,2024/04/20,8,"Well that was kinda fun. I can’t say I loved the third act breakup but I thought the whole of the story was good. I liked Libby and Killian, but I think they needed to communicate a little more at the end. I liked the side characters too. I don’t think this was bad per se but it didn’t really strike me.",digital,,1230001162318,read,2024/04/20,2024/04/20,1
Fall,Kristen Callihan,2024/04/22,8,"That was really sweet. I think their story was really beautiful. I didn’t want a third act break up but the moment with Killian and John reconciling was really sweet and needed. I wish there was something to show that John kept his word and learned to not push her away but I think that the way they learned to be more trusting was a beautiful journey and a joy to read. The meet cute was really fun, the banter, and the slow burn all made the story a very fun read! I also really loved the footnotes from the author",digital,,1230002550732,read,2024/04/23,2024/04/22,1
Exposed,Kristen Callihan,2024/04/25,7,"Hmmm well I liked and also disliked. I didn’t like how they assumed what the other was feeling rather than just talking and that was basically the whole premise of the book. I wanted to like Brenna more, but I didn’t…I wanted more vulnerable moments between them and also trying to justify the aunt kissing and taking advantage of a Rye wasn’t it. It was fun to see the characters from the previous books and overall it wasn’t bad but I just wasn’t super invested in Brenna and Rye.",digital,,1230004840046,read,2024/04/25,2024/04/25,1
The Things We Leave Unfinished,Rebecca Yarros,2024/04/27,10,I AM NOT OKAY HOW DARE REBECCA YARROS RIP MY HEART OUT LIKE THAT UNACCEPTABLE. Truly I am in shock. I really was not expecting the plot twist and for that I give high marks. I wasn’t super clear on the whole owning movie rights thing but this story was infused with grief tragedy lies but also determination perseverances and love. Honestly I loved the characters. I was kinda annoyed with Georgia and her mother’s relationship but I know it was a point of growth for her. Anyways…I need to reel for a little bit,digital,,9781682815885,read,2024/04/28,2024/04/27,1
The Bodyguard,Katherine Center,2024/04/28,9,"That was pretty fun! When they first met and really the first chunk of the book I wasn’t enjoying the fangirling but after Hannah got over that and once we saw her be more of a badass I enjoyed. Girl knows how to keep a grudge tho. Jack was definitely a man written by a woman, easygoing, not emotionally stilted, obviously super hot. But whatever there were parts of the book where I was like this is actually a reality tv show moment. But I liked that it didn’t take itself too seriously while also infusing some self love and mental health messages. I liked the characters and their banter and Glen’s sadism and revenge. Overall it was a fun book and no third act break up!!!",digital,,9781250219404,read,2024/04/28,2024/04/28,1
King of Sloth,Ana Huang,2024/05/01,9,"I actually kinda loved this. By far my favorite King of Sin book. I really liked Xavier’s and Sloane’s characters. I feel like we got to see them in one context and then see how they started to view each other differently. However my favorite part of it all was how honest it all was (well mostly). I felt like their communication, other than that third act temporary separation can’t really call it a break up since Xavier was persistent, was very transparent and I thought that was refreshing. They didn’t assume, they tried to be there for one another, they had humility when they made mistakes truly likable characters that you want to root for. There were a few moments where I was like hmmm I wish this was shown not told, but on the whole there are a lot of sweet moments that show the development of their relationship that weave together nicely. Also I can’t explain why but I really love the goldfish. I think it’s perfect and I can’t explain why.",digital,,,read,2024/05/01,2024/05/01,1
The Déjà Glitch,Holly James,2024/05/04,7,Bro I liked this book except the main character. I thought that Gemma was privileged and obnoxious. Was she burned a couple of times? Yes. However didn’t Jack also have baggage? And did he act like an entitled prick? No. Ok I get that this story was about getting out of the loop and not just going through the motions of life. I would’ve like this book better had we been given say like 5 days of repeats and dual pov. I was so sick of Gemma’s whiny perspective and I wanted to hear Jack’s. I also don’t understand what got them out of the loop was it seriously the falling in love?? Or was it that they changed their careers/life courses?? I think this had such an opportunity but fell flat. I also had a hard time not comparing it to “The Map of Tiny Perfect Things” which I felt made more sense for a loop and the impact was better.,digital,,9780593471593,read,2024/05/04,2024/05/04,1
We Can't Keep Meeting Like This,Rachel Lynn Solomon,2024/05/08,8,Was it bad? No. Was Quinn really annoying but you also understood her kind of?? Yes. Like I feel like I got her fear but I was still like just communicate and the family was infuriating. Honestly I’m with Quinn that the small gestures are the best. A freaking homemade mug cake?!?! C’mon. Anyways was really confused me was all the freaking acronyms there were so many and I wasn’t quite sure what half of them were. Overall I enjoyed this story. I liked Tarek and in the end I didn’t mind Quinn. I liked their conflicting thoughts about love and showing affection and some of the other stuff made their story look good soo..yeah,digital,,9781534440296,read,2024/05/08,2024/05/08,1
Funny Story,Emily Henry,2024/05/09,8,Ok ok i really liked this until a certain point like 75% of the way. The last quarter of the book was like new weird confusing drama that detracted from the beginning of the story. I thought Daphne was so relatable in her reading and awkward introverted ways. I loved Miles and his big heart. But what was that third act conflict?? Bc it isn’t that there’s a bad explanation it’s that there isn’t an explanation. I thought the dates were cute and the tension building was fun and it came to a precipice and crashed in a good way but then there was fall out that led to some random drama that didn’t make sense and could’ve been solved with a good conversation.,digital,,9780593441220,read,2024/05/10,2024/05/09,1
The Cruel Prince,Holly Black,2024/05/19,7,Idk what I just read but it took ducking forever. In the beginning I found Jude to be plain annoying…then the plot picked up and now we’re at the point where I don’t really care for any of the characters. Yippee. Also why did Jude pretend to care about mortal servants for like a few pages (but then the servant died but then she undies and is a merperson??) I didn’t hate the plot it wasn’t actually too bad to follow which is good but now Jude is just winging it which ehh…Honestly this book was well written I just don’t if I really cared for it. I think I wanted more romance but instead I got plot but not “plot” :(,digital,,9780316310284,read,2024/05/19,2024/05/19,1
To Have and to Hoax,Martha Waters,2024/05/27,5,Bro this book made me so mad. The main characters were annoying as shirt and the whole ducking plot is a series of miscommunication that could’ve been solved with a clear conversation. Even the side characters were saying “Just talk to one another” but no they pulled stupid pranks which were dumb in more ways than one. The real kicker is that it’s all James’s fault AS IF VIOLET HAS DONE NOTHING WRONG. Girl….how you be expecting him to read your mind?? How did you think that faking an illness would make you feel better?? Like her “pranks” were actually so obvious it was insulting his intelligence. I really think that if they had been honest about the hurt they inflicted on one another from the beginning this book would’ve been the correct length of just the prologue.,digital,,9781982136123,read,2024/03/18,2024/05/27,1
To Love and to Loathe,Martha Waters,2024/05/28,8,You know what? This ended up being pretty good. I liked the characters and while there was one scene I was frustrated with out of the whole book…not bad. I liked that Jeremy and Diana talked to each other (even tho that one convo wasn’t effective) and I liked the stolen moments in secret. I liked the honesty and I liked that we got to know the characters better after having seen them in the previous book. I also really enjoyed some of the side characters namely Lady Helen and Emily,digital,,9781982160883,read,2024/05/29,2024/05/29,1
To Marry and to Meddle,Martha Waters,2024/06/04,5,All’s well that ends well but Julian was a dick and then he had an epiphany that he loved Emily and that was the book! I didn’t feel like there were moments together that felt fluid. Like the whole point of arranged marriage is that they secretly like one another and especially since they’d been friends prior one would think that the author would make their affection more apparent. But while they were denying how they feel I was feeling like yeah I believe that you don’t love them. Ok ok but they shouldn’t have teased the friendship in prior books if they come to the marriage hardly as friends. AND my biggest problem is that Julian was constantly dismissing Emily’s ideas. The last maybe chapter or two was cute but didn’t have the same effect as it could’ve had the beginning been better.,digital,,9781982190491,read,2024/06/05,2024/06/04,1
